ANNEE;EDITION RENCONTRES TRANS MUSICALES ;ARTISTES;NOM SPECTACLE OU SOIREE;1ER PROJET ATM;1ERE DATE;1ERE SALLE;1ERE VILLE;2EME PROJET;2EME DATE;2EME SALLE;2EME VILLE;3EME PROJET;3EME DATE;3EME SALLE;3EME VILLE;4EME PROJET;4EME DATE;4EME SALLE;4EME VILLE;5EME PROJET;5EME DATE;5EME SALLE;5EME VILLE;ORIGINES PAYS 1;ORIGINES PAYS 2;ORIGINES PAYS 3;ORIGINES PAYS 4;ORIGINES VILLE 1;ORIGINES VILLE 2;ORIGINES VILLE 3;ORIGINES VILLE 4;ANNEE  DE FORMATION;1ère SORTIE DISCOGRAPHIQUE;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Indigo Moss;;;07/12/2007;La CitÈ;Rennes;Les Trans dans les Prisons;08/12/2007;Centre PÈnitentiaire des Femmes;Rennes;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;2003;2006;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Ipso Facto;;;06/12/2007;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;;2007;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;I Was There;;;06/12/2007;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;France;;;;Paris;;;;2005;;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Jamie Woon;;;08/12/2007;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;2004;2006;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Jamika;;;08/12/2007;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;France;;;Londres;Paris;;;1999;;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Kate Nash;;;07/12/2007;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;2006;2007;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Kim Novak;;TournÈe des Trans;10/11/2007;Le VIP;Saint-Nazaire;TournÈe des Trans;16/11/2007;Le Coatelan;Morlaix ;Focus;08/12/2007;Le 4 Bis;Rennes;;;;;;;;;France;;;;;;;;2005;2007;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Lady Jane;;KalÈidoscope;03/11/2007;Salle municipale;Bazouges-la-PÈrouse;TournÈe des Trans;08/12/2007;La Carène;Brest;TournÈe des Trans;10/11/2007;Le VIP;Saint-Nazaire;TournÈe des Trans;15/11/2007;L'Olympic;Nantes;;08/12/2007;Parc des Expositions - Hall 3;Bruz;France ;;;;Rennes;;;;1996;2000;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Les Vedettes;;;07/12/2007;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Belgique;;;;;;;;2006;2008;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Lilea Narrative;;Focus;08/12/2007;Le 4 Bis;Rennes;;;;;;;;;;;;;;;;;France;;;;;;;;2003;2006;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Love Trio In Dub Feat. U-Roy;;;06/12/2007;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Lug-na;;Focus;05/12/2007;Le 4 Bis;Rennes;;;;;;;;;;;;;;;;;France ;;;;Rennes;;;;2004;2006;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Metronomy;;;08/12/2007;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Brighton;;;;1999;2002;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Micronologie;;TournÈe des Trans;02/11/2007;Le Thy'roir;Ploërmel ;TournÈe des Trans;13/11/2007;Le Chabada;Angers;KalÈidoscope;17/11/2007;Salle municipale;LouvignÈ-du-DÈsert;TournÈe des Trans;01/12/2007;Run Ar Puns;Châteaulin;;08/12/2007;Parc des Expositions - Hall 4;Bruz;France ;;;;Rennes;;;;2005;2005;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;MixHell;;ConfÈrence-concert du Jeu de l'ouïe;06/12/2007;Les Champs Libres;Rennes;;08/12/2007;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;BrÈsil;;;;;;;;2004;2009;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Modeselektor;;;08/12/2007;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Allemagne;;;;Berlin;;;;1996;2002;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Montgomery;;KalÈidoscope;30/11/2007;L'Omnibus;Saint-Malo;;;;;;;;;;;;;;;;;France ;;;;Rennes;;;;2002;2002;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;My Federation;;;06/12/2007;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Brighton;;;;2005;2006;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;My Name Is Nobody;;Focus;07/12/2007;Le 4 Bis;Rennes;;;;;;;;;;;;;;;;;France;;;;;;;;2004;2006;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Papier Tigre;;TournÈe des Trans;09/11/2007;Le Cargö;Caen;TournÈe des Trans;22/11/2007;Ubu;Rennes;TournÈe des Trans;23/11/2007;Le Manège;Lorient;TournÈe des Trans;24/11/2007;ThÈâtre Max Jacob;Quimper;;07/12/2007;Parc des Expositions - Hall 4;Bruz;France;;;;Nantes;;;;2006;2007;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Pony Pony Run Run;;TournÈe des Trans;08/12/2007;La Carène;Brest;KalÈidoscope;30/11/2007;L'Omnibus;Saint-Malo;Focus;06/12/2007;Le 4 Bis;Rennes;;;;;;;;;France;;;;;;;;2005;2007;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Prins Nitram;;;07/12/2007;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Danemark;;;;;;;;2006;2008;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Rafale;;TournÈe des Trans;02/11/2007;Le Thy'roir;Ploërmel ;TournÈe des Trans;09/11/2007;Le Cargö;Caen;TournÈe des Trans;16/11/2007;Le Coatelan;Morlaix;;22/11/2007;Ubu;Rennes;;07/12/2007;Parc des Expositions - Hall 4;Bruz;France;;;;;;;;2006;;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Rodrigo Y Gabriela;;;07/12/2007;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Mexique;;;;;;;;2000;2002;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Salvatore;;;07/12/2007;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Norvège;;;;;;;;1998;1999;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Santogold;;;08/12/2007;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Etats-Unis;;;;New-York;;;;2006;2007;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Simian Mobile Disco;;;08/12/2007;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;2005;2004;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Sinden;;;08/12/2007;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;2004;2005;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Sister Phunk Brothers;;;06/12/2007;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;France;;;;Paris;;;;2004;;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Solange La Frange;;;06/12/2007;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Suisse;;;;;;;;2006;2007;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;South Central;;;07/12/2007;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Brighton;;;;2006;2005;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Subversive Boy;;;07/12/2007;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;France;;;;;;;;2004;;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;The Bloody Beetroots;;;08/12/2007;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Italie;;;;;;;;2006;;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;The Dø;;;06/12/2007;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Finlande;France;;;;;;;2004;2008;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;The Glass;;;08/12/2007;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Etats-Unis ;;;;New-York;;;;2003;2006;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;The Heavy;;;06/12/2007;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Noid;;;;2006;2007;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;The Ting Tings;;;08/12/2007;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Salford;;;;2006;2007;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;The Vienna Vegetable Orchestra;;;08/12/2007;Antipode;Rennes;;;;;;;;;;;;;;;;;Autriche;;;;;;;;1998;1999;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;The View;;;06/12/2007;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Dryburgh;;;;2005;2006;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;The Whip;;;07/12/2007;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Manchester;;;;2005;2006;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;The Willowz;;;06/12/2007;Parc des Expositions - Hall 9;Bruz;Les Trans dans les Prisons;07/12/2007;Maison d'Arrêt des Hommes;Rennes;;;;;;;;;;;;;Etats-Unis ;;;;Anaheim;;;;2002;2002;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Tiny Masters Of Today;;;07/12/2007;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Etats-Unis;;;;New-York;;;;2005;2006;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Tunng with Buck 65 & Serafina Steer;;CrÈation;05/12/2007;Aire Libre ;Saint-Jacques-de-la-Lande;;06/12/2007;Aire Libre ;Saint-Jacques-de-la-Lande;;07/12/2008;Aire Libre ;Saint-Jacques-de-la-Lande;;08/12/2007;Aire Libre;Saint-Jacques-de-la-Lande;;;;;Royaume-Uni;Canada;;;Londres;Mount Uniacke;;;2003;2004;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Twisted Charm;;;06/12/2007;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;2004;2005;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Yo Majesty;;;08/12/2007;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Etats-Unis;;;;Tampa;;;;2000;2006;;;;;;
2007;29èmes Rencontres Trans Musicales de Rennes;Yuksek;;;08/12/2007;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;France;;;;;;;;2002;2003;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Albert Hammond Jr;;;08/12/2006;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Etats-Unis ;;;;New-York;;;;1998;2006;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Aufgang;;;09/12/2006;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Luxembourg;;;;;;;;2000;2006;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Babar Luck;;;09/12/2006;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;2005;;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Beats & Styles;;;08/12/2006;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Finlande;;;;;;;;1996;2002;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Big Buddha;;;07/12/2006;La CitÈ;Rennes;;08/12/2006;La CitÈ;Rennes;;09/12/2006;La CitÈ;Rennes;;;;;;;;;France;;;;Marseille;;;;;;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Cassius;;;08/12/2006;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1988;1996;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Cat Power;;;07/12/2006;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Etats-Unis;;;;Atlanta;;;;;1993;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Cold War Kids;;;08/12/2006;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Etats-Unis ;;;;Fullerton;;;;2004;2005;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;CSS (Cansei De Ser Sexy);;;09/12/2006;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;BrÈsil;;;;São Paulo;;;;2003;2004;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Dam;;;09/12/2006;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Palestine;;;;;;;;1999;2001;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Danyel Waro & Titi Robin;;;07/12/2006;La CitÈ;Rennes;;;;;;;;;;;;;;;;;France ;;;;RÈunion;;;;1975;1987;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Darlin Nikki;;TournÈe des Trans;09/11/2006;L'Olympic;Nantes;TournÈe des Trans;15/11/2006;Le Chabada;Angers;TournÈe des Trans;24/11/2006;Le 6 par 4;Entrammes;;08/12/2006;Parc des Expositions - Hall 4;Bruz;;;;;France ;;;;Rennes;;;;;2006;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;David Krakauer & Socalled;;;09/12/2006;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Etats-Unis ;;;;New-York;;;;1985;1988;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Digitalism;;;09/12/2006;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Allemagne;;;;Hambourg;;;;2004;2004;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;DJ Azaxx;;;07/12/2006;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;France ;;;;Rennes;;;;;2002;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;DJ Click;;;07/12/2006;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;France;;;;Paris;;;;2000;2001;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;DJ Don Lurie;;;08/12/2006;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;France ;;;;Rennes;;;;;;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;DJ Flow & Mc Darrison;;TournÈe des Trans;10/11/2006;Le Thy'roir;Ploërmel ;TournÈe des Trans;09/11/2006;L'Olympic;Nantes;TournÈe des Trans;30/11/2006;CÈsar;Brest;;09/12/2006;Parc des Expositions - Hall 3;Bruz;;;;;France ;;;;Rennes;;;;;2003;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;DJ Le Clown;;;07/12/2006;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;France ;;;;Rennes;;;;;1983;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;DJ Mehdi;;;09/12/2006;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1992;1997;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;DJ Morpheus;;;08/12/2006;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Belgique;Israël;;;;;;;1981;1994;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;DJ Netik;;;09/12/2006;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;France ;;;;Rennes;;;;1997;2004;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Easy Star All-Stars;;;09/12/2006;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Etats-Unis ;;;;New-York;;;;1995;2003;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Edu-K;;;09/12/2006;Parc des Expositions - Hall 4;Bruz;;09/12/2006;Centre PÈnitentiaire des Femmes;Rennes;;;;;;;;;;;;;BrÈsil;;;;;;;;;2000;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Etha Dam;Liaisons;Danse Hip-Hop;07/12/2006;Le Grand Logis;Bruz;Danse Hip-Hop;08/12/2006;Le Grand Logis;Bruz;;;;;;;;;;;;;France;;;;Montreuil;;;;1998;;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Ezra;;TournÈe des Trans;10/11/2006;Le Thy'roir;Ploërmel ;TournÈe des Trans;12/11/2006;Espace Cosmao du Manoir;Lorient;TournÈe des Trans;30/11/2006;CÈsar;Brest;;08/12/2006;Parc des Expositions - Hall 9;Bruz;;;;;France;;;;Angers;;;;;;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Gildas & Masaya;;;09/12/2006;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;France;Japon;;;;;;;2001;2001;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Gong Gong;;TournÈe des Trans;12/11/2006;Espace Cosmao du Manoir;Lorient;TournÈe des Trans;16/11/2006;Le Cargö;Caen;KalÈidoscope;19/11/2006;Salle municipale;Bazouges-la-PÈrouse;TournÈe des Trans;25/11/2006;Le Coatelan;Morlaix;;07/12/2006;Parc des Expositions - Hall 4;Bruz;France;;;;Nantes;;;;;2005;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Human F.E.A.X;;TournÈe des Trans;09/11/2006;L'Olympic;Nantes;TournÈe des Trans;17/11/2006;La Passerelle;Saint-Brieuc;TournÈe des Trans;25/11/2006;Le Coatelan;Morlaix;TournÈe des Trans;29/11/2006;ThÈâtre Max Jacob;Quimper;;08/12/2006;Parc des Expositions - Hall 3;Bruz;France ;;;;Rennes;;;;2005;;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Hyper;;;09/12/2006;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Oxford;;;;;2004;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;I'm From Barcelona;;;07/12/2006;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Suède;;;;;;;;2005;2006;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Izabo;;;07/12/2006;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Israël;;;;;;;;;2003;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Juana Molina;;;09/12/2006;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Argentine;;;;;;;;1988;1991;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Justice †;;;09/12/2006;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;France;;;;Paris;;;;2003;2003;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Kaiser Chiefs;;;09/12/2006;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Leeds;;;;2003;2004;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Keny Arkana ;;;09/12/2006;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;France;;;;Marseille;;;;1996;2002;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Klaxons;;;08/12/2006;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;2005;2006;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Kudu;;;09/12/2006;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Etats-Unis ;;;;New-York;;;;;2001;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Les Maîtres Du Bèlè;;;07/12/2006;La CitÈ;Rennes;ConfÈrence-Concert du Jeu de l'ouïe;08/12/2006;Les Champs Libres;Rennes;;;;;;;;;;;;;France;;;;Martinique;;;;;2006;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Mickey Avalon;;;09/12/2006;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Etats-Unis ;;;;Los Angeles;;;;2004;2006;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Missill;;;09/12/2006;Parc des Expositions - Hall 9;Bruz;Les Trans dans les Prisons;09/12/2006;Centre PÈnitentiaire des Femmes;Rennes;;;;;;;;;;;;;France;;;;Paris;;;;1999;2005;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Montevideo;;TournÈe des Trans;15/11/2006;Le Chabada;Angers;TournÈe des Trans;18/11/2006;L'Omnibus;Saint-Malo;TournÈe des Trans;23/11/2006;Ubu;Rennes;;07/12/2006;Parc des Expositions - Hall 4;Bruz;;;;;Belgique;;;;Bruxelles;;;;2003;2006;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Mstrkrft;;;09/12/2006;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Canada;;;;Toronto;;;;;2006;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Nicole Willis & The Soul Investigators;;;08/12/2006;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Finlande;Royaume-Uni;;;;;;;1984;2003;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Nortec Collective;;;08/12/2006;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Mexique;;;;Tijuana;;;;1999;1999;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Nouvel R;;KalÈidoscope;19/11/2006;Salle municipale;Bazouges-la-PÈrouse;TournÈe des Trans;23/11/2006;Ubu;Rennes;TournÈe des Trans;01/12/2006;Le VIP;Saint-Nazaire;TournÈe des Trans;02/12/2006;Run Ar Puns;Châteaulin;;09/12/2006;Parc des Expositions - Hall 4;Bruz;France;;;;Angers;;;;2004;;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Olivier Mellano;;CrÈation;06/12/2006;Antipode;Rennes;CrÈation;07/12/2006;Antipode;Rennes;;08/12/2006;;;;;;;;;;;France ;;;;Rennes;;;;;2001;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Orville Brody & Goodfellas;;TournÈe des Trans;24/11/2006;Le 6 Par 4;Entrammes;TournÈe des Trans;29/11/2006;ThÈâtre Max Jacob;Quimper;TournÈe des Trans;01/12/2006;Le VIP;Saint-Nazaire;;08/12/2006;Parc des Expositions - Hall 4;Bruz;;;;;France ;;;;Rennes;;;;;2005;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Pat Panik;;TournÈe des Trans;16/11/2006;Le Cargö;Caen;;08/12/2006;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;France ;;;;Rennes;;;;;2004;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Peter Von Poehl;;CrÈation;06/12/2006;Aire Libre ;Saint-Jacques-de-la-Lande;CrÈation;07/12/2006;Aire Libre ;Saint-Jacques-de-la-Lande;CrÈation;08/12/2006;Aire Libre ;Saint-Jacques-de-la-Lande;CrÈation;09/12/2006;Aire Libre ;Saint-Jacques-de-la-Lande;;;;;Suède;;;;;;;;;2006;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Pop Levi;;;07/12/2006;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;;2002;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Porcelain;;TournÈe des Trans;17/11/2006;La Passerelle;Saint-Brieuc;KalÈidoscope;23/11/2006;Espace Bel-Air;Saint-Aubin-du-Cormier;TournÈe des Trans;02/12/2006;Run Ar Puns;Châteaulin;;07/12/2006;Parc des Expositions - Hall 4;Bruz;;;;;France ;;;;;;;;1999;2002;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Razorlight;;;07/12/2006;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;2002;2003;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Serena Maneesh;;;08/12/2006;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Norvège;;;;Oslo;;;;1999;2002;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Shy Child;;;09/12/2006;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Etats-Unis ;;;;New-York;;;;2000;2002;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Sierra Leone Refugees All Stars;;;08/12/2006;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Sierra Leone;;;;Libreville;;;;1999;2006;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Sir Nenis;;;09/12/2006;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Finlande;;;;;;;;;;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Son Of Dave;;ConfÈrence-concert du Jeu de l'ouïe;07/12/2006;Les Champs Libres;Rennes;;08/12/2006;Parc des Expositions - Hall 4;Bruz;Les Trans dans les Prisons;09/12/2006;Maison d'arrêt des Hommes;Rennes;;;;;;;;;Royaume-Uni;;;;Londres;;;;1989;2005;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;Stuurbaard Bakkebaard;;;07/12/2006;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Pays-Bas;;;;Eindhoven;;;;1996;2001;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;The Bishops;;ConfÈrence-concert du Jeu de l'ouïe;07/12/2006;Les Champs Libres;Rennes;;08/12/2006;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;2002;2005;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;The Books;;;08/12/2006;Parc des Expositions - Hall 4;Bruz;;;;;;;;;;;;;;;;;Etats-Unis ;;;;New-York;;;;2000;2002;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;The Glass DJ's;;;09/12/2006;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Etats-Unis ;;;;New-York;;;;;2003;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;The Horrors;;;07/12/2006;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;2005;2006;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;The Long Blondes;;;08/12/2006;Parc des Expositions - Hall 3;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Sheffield;;;;2004;2005;;;;;;
2006;28èmes Rencontres Trans Musicales de Rennes;The Sunshine Underground;;;07/12/2006;Parc des Expositions - Hall 9;Bruz;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Leeds;;;;2004;2005;;;;;;
