ANNEE;EDITION RENCONTRES TRANS MUSICALES ;ARTISTES;NOM SPECTACLE OU SOIREE;1ER PROJET ATM;1ERE DATE;1ERE SALLE;1ERE VILLE;2EME PROJET;2EME DATE;2EME SALLE;2EME VILLE;3EME PROJET;3EME DATE;3EME SALLE;3EME VILLE;4EME PROJET;4EME DATE;4EME SALLE;4EME VILLE;5EME PROJET;5EME DATE;5EME SALLE;5EME VILLE;ORIGINES PAYS 1;ORIGINES PAYS 2;ORIGINES PAYS 3;ORIGINES PAYS 4;ORIGINES VILLE 1;ORIGINES VILLE 2;ORIGINES VILLE 3;ORIGINES VILLE 4;ANNEE  DE FORMATION;1ère SORTIE DISCOGRAPHIQUE;;;;;;
1993;15èmes Rencontres Trans Musicales de Rennes;Ultimate High (vs Pills en invitÈ surprise);Rave Ô Trans II;;03/12/1993;L'Espace;Rennes;;;;;;;;;;;;;;;;;France;;;;;;;;;1992;;;;;;
1993;15èmes Rencontres Trans Musicales de Rennes;Whore;;Quartiers en Trans;04/12/1993;MJC Cleunay;Rennes;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;13th Hole;Rosebud Party;;04/12/1992;Ubu;Rennes;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;1992;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;808 State;Rave Ô Trans;;05/12/1992;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Manchester;;;;;1988;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Ali Hassan Kuban;;;03/12/1992;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Egypte;;;;Le Caire;;;;1942;1980;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Alliance Ethnik;;Quartiers en Trans;02/12/1992;Maison de Quartier Maurepas;Rennes;Quartiers en Trans;03/12/1992;Maison de Quartier Le Blosne;Rennes;;04/12/1992;Maison de Quartier Villejean;Rennes;;;;;;;;;France;;;;Creil;;;;1990;1993;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Bad Livers;;;05/12/1992;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;Austin;;;;1990;1991;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Barking Dogs;;;03/12/1992;Le Satori;Rennes;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1988;1991;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Blindfolded;Bordeaux en Trans;;02/12/1992;Ubu;Rennes;;;;;;;;;;;;;;;;;France;;;;Bordeaux;;;;;;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Bootsauce;;;02/12/1992;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Canada;;;;MontrÈal;;;;1989;1990;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;CafÈ Tacuba;;;03/12/1992;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Mexique;;;;Mexico ;;;;1989;1992;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Cell;La grande nuit des grandes guitares;;04/12/1992;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;New-York;;;;1990;1992;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Chelsea;Rosebud Party;;04/12/1992;Ubu;Rennes;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;1992;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Corman & Tuscadu;Pestacle;;02/12/1992;Maison du Champs de Mars;Rennes;;;;;;;;;;;;;;;;;France;;;;Nîmes;;;;1987;1988;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Cowboy Mouth;;;05/12/1992;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;La Nouvelle OrlÈans;;;;1990;1992;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Cut The Navel String;;;04/12/1992;Le Satori;Rennes;;;;;;;;;;;;;;;;;France;;;;Angers;;;;;1993;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;DC Basehead;;;04/12/1992;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;Maryland;;;;;1992;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;DÈdÈ TrakÈ;Nuit Foufounes Electriques;;02/12/1992;Ubu;Rennes;;;;;;;;;;;;;;;;;Canada;;;;MontrÈal;;;;1989;1992;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Denez Prigent;;;03/12/1992;La CitÈ;Rennes;;;;;;;;;;;;;;;;;France               ;;;;;;;;;1994;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;The Disposible Heroes of Hiphoprisy;;;04/12/1992;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;San Francisco;;;;1990;1990;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;DJ Jack;Rave Ô Trans;;05/12/1992;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;France;;;;Marseille;;;;1990;1994;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;DJ Lewis;Rave Ô Trans;;05/12/1992;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;;;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;DJ Pascal R;Rave Ô Trans;;05/12/1992;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1981;1992;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;DJ Trevor Fung;;;05/12/1992;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;1982;1990;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Dum Dum Boys;;;03/12/1992;Le Satori;Rennes;;;;;;;;;;;;;;;;;France;;;;Nice;;;;;1987;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Element of Crime;;;05/12/1992;Ubu;Rennes;;;;;;;;;;;;;;;;;Allemagne;;;;Berlin;;;;1985;1986;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Frankie Bones;;;05/12/1992;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;New-York;;;;1985;1988;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;French Lovers;;;02/12/1992;Le Satori;Rennes;;;;;;;;;;;;;;;;;France;;;;Aix-en-Provence;;;;;1992;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;House Breaker;;Quartiers en Trans;05/12/1992;MJC Cleunay;Rennes;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Human Spirit;;;03/12/1992;Ubu;Rennes;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1986;1992;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Jim Rose Circus Sideshow;Nuit Foufounes Electriques;;02/12/1992;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;Seattle;;;;1990;;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Juan Trip;Rave Ô Trans;;05/12/1992;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;1992;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Katerine;Rosebud Party;;04/12/1992;Ubu;Rennes;;;;;;;;;;;;;;;;;France;;;;;;;;1991;1991;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Les Pires;;;03/12/1992;La CitÈ;Rennes;;;;;;;;;;;;;;;;;France;;;;;;;;;1995;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Les Tontons Flingueurs;;;05/12/1992;La CitÈ;Rennes;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;1990;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Mad Mike;;;05/12/1992;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;Detroit;;;;1989;1992;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Magnapop;La grande nuit des grandes guitares;;04/12/1992;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;Atlanta;;;;1989;1989;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Mark Curry;;;02/12/1992;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;Los Angeles;;;;1987;1992;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Massilia Sound System;;;05/12/1992;Le Satori;Rennes;;;;;;;;;;;;;;;;;France;;;;Marseille;;;;1984;1992;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Me Phi Me;;;03/12/1992;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;Flint;;;;1988;1992;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Mum's the Word;;Quartiers en Trans;05/12/1992;MJC Cleunay;Rennes;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Mush;Bordeaux en Trans;;02/12/1992;Ubu;Rennes;;;;;;;;;;;;;;;;;France;;;;Bordeaux;;;;1990;1992;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Pascal Comelade;;;02/12/1992;La CitÈ;Rennes;;;;;;;;;;;;;;;;;France;;;;Montpellier;;;;;1975;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Pavement;La grande nuit des grandes guitares;;04/12/1992;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;Stockton;;;;1989;1989;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Pills;Rave Ô Trans;;05/12/1992;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1991;1992;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Princess Erika;;Quartiers en Trans;02/12/1992;Maison de Quartier Maurepas;Rennes;Quartiers en Trans;03/12/1992;Maison de Quartier Le Blosne;Rennes;;04/12/1992;Maison de Quartier Villejean;Rennes;;;;;;;;;France;;;;Paris;;;;1982;1988;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Sale DÈfaite;;;04/12/1992;Le Satori;Rennes;;;;;;;;;;;;;;;;;France;;;;Lyon;;;;;1992;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Sawt El Atlas;;;05/12/1992;Le Satori;Rennes;;;;;;;;;;;;;;;;;France;;;;Blois;;;;1991;1996;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Sens Unik;;Quartiers en Trans;02/12/1992;Maison de Quartier Maurepas;Rennes;Quartiers en Trans;03/12/1992;Maison de Quartier Le Blosne;Rennes;;04/12/1992;Maison de Quartier Villejean;Rennes;;;;;;;;;Suisse;;;;Lausanne;;;;1987;1991;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Sonic Youth;;;04/12/1992;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;New-York;;;;1981;1983;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Straw Dogs;Bordeaux en Trans;;02/12/1992;Ubu;Rennes;;;;;;;;;;;;;;;;;France;;;;Bordeaux;;;;1989;1991;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Sugar;La grande nuit des grandes guitares;;04/12/1992;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;Washington DC;;;;1992;1992;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Suicide;;;04/12/1992;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;New-York;;;;1971;1977;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Tab Two;;;05/12/1992;Ubu;Rennes;;;;;;;;;;;;;;;;;Allemagne;;;;Dortmund;;;;;1991;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;TaÿFa;;;03/12/1992;Ubu;Rennes;;;;;;;;;;;;;;;;;France;;;;;;;;1993;1994;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;The Dick Nixons;;;05/12/1992;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;La Nouvelle OrlÈans;;;;;1992;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;The Last Poets;;;04/12/1992;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;New-York;;;;1968;1970;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;The Orb;Rave Ô Trans;;05/12/1992;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;1989;1989;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;The Pale;;;03/12/1992;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Irlande;;;;Dublin;;;;1990;1992;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;The Stairs;;;02/12/1992;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Liverpool;;;;1991;1991;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Tragically Hip;;;05/12/1992;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Canada;;;;Kingston;;;;1983;1987;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Underground Resistance;Rave Ô Trans;;05/12/1992;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;Detroit;;;;1989;1990;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Venus de Rides;;Quartiers en Trans;05/12/1992;MJC Cleunay;Rennes;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;1987;1994;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Vibrastone;;;03/12/1992;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Japon;;;;Tokyo;;;;1988;1989;;;;;;
1992;14èmes Rencontres Trans Musicales de Rennes;Why Ted?;;;02/12/1992;Le Satori;Rennes;;;;;;;;;;;;;;;;;France;;;;Laval;;;;;1990;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Assassin;;Quartiers en Trans;04/12/1991;Maison de Quartier Le Blosne;Rennes;Quartiers en Trans;05/12/1991;Maison de Quartier Maurepas;Rennes;;06/12/1991;Maison de Quartier Villejean;Rennes;;;;;;;;;France;;;;Paris;;;;1985;1992;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Au P'tit Bonheur;;;07/12/1991;Ubu;Rennes;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1991;1991;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Back to The Planet;;;07/12/1991;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;1989;1992;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Betty Boop;;;04/12/1991;Le Satori;Rennes;;;;;;;;;;;;;;;;;France;;;;Dijon;;;;1989;;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Bogeymen;;;07/12/1991;Le Satori;Rennes;;;;;;;;;;;;;;;;;France;;;;Angoulême;;;;DÈbut 1990's;1992;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Bruno Green & The Easy Sliders;;;05/12/1991;Ubu;Rennes;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;1990;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Charles & Les Lulus;;;04/12/1991;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Belgique;;;;Bruxelles;;;;1991;1991;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Chris Whitley;;;05/12/1991;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;Houston;;;;1978;1983;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;City Kings;;Quartiers en Trans;04/12/1991;Maison de Quartier Le Blosne;Rennes;Quartiers en Trans;05/12/1991;Maison de Quartier Maurepas;Rennes;;;;;;;;;;;;;France ;;;;Rennes;;;;;;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Core Dump;;;07/12/1991;La CitÈ;Rennes;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Curve;;;07/12/1991;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;1991;1991;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;CWP 35;;Quartiers en Trans;05/12/1991;Maison de Quartier Maurepas;Rennes;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;1991;;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Daddy Yod;;Quartiers en Trans;04/12/1991;Maison de Quartier Le Blosne;Rennes;Quartiers en Trans;05/12/1991;Maison de Quartier Maurepas;Rennes;;06/12/1991;Maison de Quartier Villejean;Rennes;;;;;;;;;France;;;;Saint-Denis;;;;1985;1990;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Les David Vincent;;;06/12/1991;Le Satori;Rennes;;;;;;;;;;;;;;;;;France;;;;Troyes;;;;;1990;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Dazibao;;;05/12/1991;Le Satori;Rennes;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1983;1984;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Dead Gregory's;;;04/12/1991;Le Satori;Rennes;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Dirty District;;;06/12/1991;Le Satori;Rennes;;;;;;;;;;;;;;;;;France;;;;Sèvres;;;;1985;1989;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;DJ Barmy & DJ Oates;;;06/12/1991;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;;;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Dominique Dalcan;;;04/12/1991;Ubu;Rennes;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;1991;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;DonkÈ;;;05/12/1991;Ubu;Rennes;;;;;;;;;;;;;;;;;Mali;France;;;Bamako;Paris;;;;;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Dorothy Masuka;;;05/12/1991;La CitÈ;Rennes;;;;;;;;;;;;;;;;;ZimbabwÈ;;;;HararÈ;;;;1950's;;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Dr Phibes & The House of Wax Equations;;;04/12/1991;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Manchester;;;;1990;1990;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Galliano;;;07/12/1991;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;1987;1987;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Gallon Drunk;;;05/12/1991;Ubu;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;1990;1991;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Gary Clail On U Sound System;;;07/12/1991;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Bristol;;;;;1985;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Jah Shaka's Sound System;;;04/12/1991;Ubu;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;Milieu 1970's;1982;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;James;;;07/12/1991;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Manchester;;;;1981;1983;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Justice;;;06/12/1991;Ubu;Rennes;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Keziah Jones;;;06/12/1991;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;1991;1992;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Leon Redbone;;;05/12/1991;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;New-York;;;;DÈbut 1970's;1975;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Les Champêtres de Joie;;;06/12/1991;La CitÈ;Rennes;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Les Skippies;;;05/12/1991;La CitÈ;Rennes;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;1990;1993;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Louise FÈron;;;04/12/1991;Ubu;Rennes;;;;;;;;;;;;;;;;;France;;;;Rouen;;;;1988;1991;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Malka Family;;;06/12/1991;La CitÈ;Rennes;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1988;1990;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;MC Solaar;;;06/12/1991;La CitÈ;Rennes;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1990;1990;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Momma Stud;;;07/12/1991;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;Hollywood;;;;Fin 1980's;1990;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Nirvana;;;07/12/1991;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;Aberdeen;;;;1987;1988;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Penfleps;;;05/12/1991;Le Satori;Rennes;;;;;;;;;;;;;;;;;France;;;;Quimper;;;;1990;;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Rôade;;;06/12/1991;La CitÈ;Rennes;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Shoulders;;;05/12/1991;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;Austin;;;;1987;1992;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Son of Bazerk;;;06/12/1991;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;Freeport;;;;;1991;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;The Little Rabbits;;;07/12/1991;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;France;;;;La Gaubretière;;;;1988;1991;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;The Poet Generation;;Quartiers en Trans;06/12/1991;Maison de Quartier Villejean;Rennes;;;;;;;;;;;;;;;;;France ;;;;Rennes;;;;;;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Tobo et les Flammes;;;07/12/1991;Ubu;Rennes;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;1991;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Tony Joe White;;;04/12/1991;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;Nashville;;;;1968;1969;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Wet Furs;;;07/12/1991;Le Satori;Rennes;;;;;;;;;;;;;;;;;France;;;;Bordeaux;;;;;1993;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Will T.Massey;;;07/12/1991;Le Cactus;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;Austin;;;;;1991;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Zao;;;05/12/1991;Ubu;Rennes;;;;;;;;;;;;;;;;;Congo;;;;Brazzaville;;;;1967;1984;;;;;;
1991;13èmes Rencontres Trans Musicales de Rennes;Zebda;;;06/12/1991;Ubu;Rennes;;;;;;;;;;;;;;;;;France;;;;Toulouse;;;;1985;1992;;;;;;
1990;12èmes Rencontres Trans Musicales de Rennes;22 Pistepirkko;;;06/12/1990;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Finlande;;;;Utajärvi;;;;1980;1984;;;;;;
1990;13èmes Rencontres Trans Musicales de Rennes;Bangkok Paddock;;Bars en Trans;08/12/1990;La Trinquette;Rennes;;;;;;;;;;;;;;;;;France;;;;Poitiers;;;;1988;1990;;;;;;
1990;12èmes Rencontres Trans Musicales de Rennes;Benjamin Zephaniah;;;09/12/1990;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;;1983;;;;;;
1990;12èmes Rencontres Trans Musicales de Rennes;Black Maria;;;08/12/1990;Ubu;Rennes;;;;;;;;;;;;;;;;;France;;;;Evreux;;;;1985;1989;;;;;;
1990;12èmes Rencontres Trans Musicales de Rennes;Bo Dollis & The Wild Magnolias;;;08/12/1990;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;La Nouvelle OrlÈans;;;;1950's;1970;;;;;;
1990;12èmes Rencontres Trans Musicales de Rennes;Bootsy Collins'Rubber Band;;;08/12/1990;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;Cincinnati;;;;1976;1976;;;;;;
1990;12èmes Rencontres Trans Musicales de Rennes;Boukman Eksperyans;;;07/12/1990;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Haïti;;;;Port-au-Prince;;;;1987;1991;;;;;;
1990;12èmes Rencontres Trans Musicales de Rennes;Canray Fontenot & Elridge Thibodeaux;;;04/12/1990;Ubu;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;Welsh;;;;1937;1971;;;;;;
1990;12èmes Rencontres Trans Musicales de Rennes;Catalogue;;;07/12/1990;Ubu;Rennes;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1979;1979;;;;;;
1990;12èmes Rencontres Trans Musicales de Rennes;Clea & Mc Leod;;;07/12/1990;Ubu;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;;1985;;;;;;
1990;12èmes Rencontres Trans Musicales de Rennes;Colin James;;;05/12/1990;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Canada;;;;Vancouver;;;;;1988;;;;;;
1990;12èmes Rencontres Trans Musicales de Rennes;Complètement;;Bars en Trans;05/12/1990;L'Inconnu;Rennes;;;;;;;;;;;;;;;;;France;;;;Troyes;;;;;1990;;;;;;
1990;12èmes Rencontres Trans Musicales de Rennes;Cosmic Wurst;;Bars en Trans;07/12/1990;L'Inconnu;Rennes;;;;;;;;;;;;;;;;;France;;;;Paris;;;;1984;1988;;;;;;
1990;12èmes Rencontres Trans Musicales de Rennes;Defek Fun;;;08/12/1990;Ubu;Rennes;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;1989;;;;;;;
1990;12èmes Rencontres Trans Musicales de Rennes;Dewey Balfa;;;04/12/1990;Ubu;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;Mamou;;;;1947;1951;;;;;;
1990;12èmes Rencontres Trans Musicales de Rennes;Dizzy Romeo;;;06/12/1990;Ubu;Rennes;;;;;;;;;;;;;;;;;France;;;;Rennes;;;;;;;;;;;
1990;12èmes Rencontres Trans Musicales de Rennes;Dolce Vita DJ's;;;09/12/1990;Ubu;Rennes;;;;;;;;;;;;;;;;;Suisse;;;;Lausanne;;;;;;;;;;;
1990;12èmes Rencontres Trans Musicales de Rennes;Dread Zeppelin;;;08/12/1990;Salle Omnisports;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;Graceland West;;;;1989;1990;;;;;;
